,id,tweet,sentimiento,entidad
275,1595238203052634117,"OJO! Quieren aplicar excensiones(q hay en TODOS los países) para el uso indiscriminado en caso de emergencias sanitarias justificando una NUEVA pandemia obligar a inyectar lo que ellos llaman ""vacuna""y que son armas biológicas. Pueden hacerlo a través de tratados firmados con OMS https://t.co/mKiWXuFTZp",negativo,COVID-19
276,1595237876257755136,@drjorgerachid Q infelices se piensan q somos idiotas con esta opereta barata...Claro como los glaciares y la vacuna Pfizzer ñañaña!!! Sigan con el relato q todo vuelve...,negativo,COVID-19
277,1595237863444078593,@jassnews1 @DanannOficial @IgualdadLGBT Claro que no lo previene  toda vacuna no lo hace  porque no exisye la vacuna 100% eficaz. Anda a leer  al menos usa wikipedia,negativo,COVID-19
278,1595237814840483840,@RevistaSemana Cómo todo los socialistas lo quieren regalado  por eso no han comprado ni una vacuna  y ya van más 4000 contagiados con la viruela del mono,positivo,COVID-19
279,1595237729893228547,Tienen un gato pero: - no tiene ni una vacuna al día  - “el sale a veces y vuelve cuando quiere”  - no está esterilizado  - está obeso porque no tiene entretenimiento   Mejor no digan que tienen un gato porque pasan vergüenza 💀,negativo,COVID-19
280,1595237608954765317,Estoy más enfermo que enfermoman. Deberían inventarse una vacuna contra la gripa jajaja que gonorrrea maluquera. Aparte soy onvre jaja y uno es más flojo jajaj,positivo,COVID-19
281,1595237473684262912,@cap890 @DanannOficial @IgualdadLGBT No se.por que insultas pero bueno ya que lo necesitas para hacer valer tus argumentos me das la pauta que sos bastante nabo y borrego. Explicame a quien ponía en riesgo Djokovic ya que es tan útil la vacuna?,negativo,Men's tennis
282,1595237121492746241,@MalthusGamba @lopezobrador_ Va a estar listo al mismo tiempo que la vacuna  nunca,positivo,Mexico political figures
283,1595237074797486081,@lopezobrador_ le gusta hablar como merolico en las mañaneras  que explique cómo va la vacuna #Patria contra el #COVID19 ?,positivo,Mexico political figures
284,1595236995864961024,Ayer entrené  hoy vacuna  es decir muriendo porque me duele toda la cuerpa y no se a cual de ambos culpar,negativo,COVID-19
285,1595236953456361472,@alkurion @manhattan_2 Vacuna de influenza  otro veneno.,negativo,COVID-19
286,1595236950352486400,"@IzavelPty @Dr_PaulinoVigil Conozco varios también  con condiciones distintas  pero con afectaciones después de la vacuna  lo cual les tocará vivir con ellas. Ah! Pero  él quiere que todos seamos ""INTELIGENTE"" en seguir  experimentando nuestro cuerpo con el líquido ese🤦🏻‍♀️",positivo,COVID-19
287,1595236919587258369,@marcosfarina741 @enriquevp @lugo_py La vacuna curaba al 100%...decian 🤡,neutral,Paraguay political figures
288,1595236324067274753,@manolodevuelta3 Me rompe el corazón... como al Kun después de la vacuna!!,positivo,COVID-19
289,1595235913512390658,Como la Vacuna Cubana dice    nosotros tampoco te necesitamos. #CubaNoEstaSola https://t.co/KvdpXFyFN1,neutral,COVID-19
290,1595235871841738752,@rmayorgac No esperar nada de ellos/as es vacuna para no decepcionarse,positivo,COVID-19
291,1595235733958189058,¡A vacunarse chamacas!😲 Detalles aquí: https://t.co/WVhgZu86To #Papiloma #vacuna #Salud,positivo,COVID-19
292,1595235716606345224,@EI_Tepaches @soyranaestrada Había más gente en la vacuna  y eso que hay un chingo de anti vacunas,neutral,COVID-19
293,1595235685799174146,#VacúnateContraLaInfluenza💉 | Sigue estas recomendaciones para recibir la vacuna  lava tus manos frecuentemente.  #PrevenirEsSalud https://t.co/FjsiaTKwK7,neutral,COVID-19
294,1595235640437768193,"@Gall_Kemal @CdEdFdFpE13 @oOoConservas No dije eso  pero tratas a la vacuna como si fuera 0 % efectiva y poco importante  como si fuera ""abusivo"" esa medida... La regla es por prevención  como el cinturón de seguridad al conducir. No es tan difícil de entenderlo...",positivo,COVID-19
295,1595235533944680453,"❤Rocío De Meer: ""Defendamos Lo Local Frente a Lo Global"" ""Donde Hoy Hay #GLOBALISMO Pongamos SOBERANIA"" 🚫No A La #Agenda2030 🚫No Al #NuevoOrdenMundial 🚫Vacuna💉= #Despoblacion #FalsoCambioClimatico 🧐El Culpable No Eres Tu Sino Su Sistema Elitista y Corrupto! #CorporatoCracia https://t.co/h91gfFroaF",positivo,COVID-19
296,1595235486343249921,"Un correo electrónico expone un aumento impactante en los bebés de la UCIN y las muertes fetales solo unos meses después del lanzamiento de la vacuna de covid.  Administrador del hospital: ""Parece que el aumento de muertes fetales que estamos viendo va a continuar"" #NoTeVacunes https://t.co/wvnULgeU4J",negativo,COVID-19: Latest news updates from around the world
297,1595235472086745088,@lectorcitapsi Animo pero no se como no te das cuenta que fue la vacuna!!!,positivo,COVID-19
298,1595235283355652096,Jonas Salk  desarrollador de la vacuna contra la polio.,neutral,COVID-19
299,1595235229903753216,@cap890 @DanannOficial @IgualdadLGBT Imagínate q aunque una vacuna experimental no previene el contagio te obligan a ponértela y aunque está probado que es así todos te dicen egoísta xq vas a contagiar a los demás aunque ya te hayan explicado que la vacuna no cambia nada y te dejan sin ejercer tu laburo x 1 mentira,negativo,COVID-19
